"phylum","class","order","family","genus","species","country","adm1","lon","lat"
"Arthropoda","Insecta","Lepidoptera","Pyralidae","Cryptoblabes","Cryptoblabes gnidiella","Belgium","East Flanders","4.09537","50.9818"
"Arthropoda","Insecta","Lepidoptera","Pyralidae","Cryptoblabes","Cryptoblabes gnidiella","Belgium","Hainaut","4.3318","50.04493"
"Arthropoda","Insecta","Lepidoptera","Pyralidae","Cryptoblabes","Cryptoblabes gnidiella","France",NA,"6.08298","43.8281"
"Arthropoda","Insecta","Lepidoptera","Pyralidae","Cryptoblabes","Cryptoblabes gnidiella","France","Provence-Alpes-Côte d'Azur","6.931531","43.635117"
"Arthropoda","Insecta","Lepidoptera","Pyralidae","Cryptoblabes","Cryptoblabes gnidiella","France",NA,"7.00479","43.55205"
"Arthropoda","Insecta","Lepidoptera","Pyralidae","Cryptoblabes","Cryptoblabes gnidiella","France",NA,"8.70093","41.93474"
"Arthropoda","Insecta","Lepidoptera","Pyralidae","Cryptoblabes","Cryptoblabes gnidiella","Italy","Lombardia","9.2629","44.899391"
"Arthropoda","Insecta","Lepidoptera","Pyralidae","Cryptoblabes","Cryptoblabes gnidiella","France",NA,"9.48","42.84"
"Arthropoda","Insecta","Lepidoptera","Pyralidae","Cryptoblabes","Cryptoblabes gnidiella","Greece","Crete","23.934283","35.475072"
"Arthropoda","Insecta","Lepidoptera","Pyralidae","Cryptoblabes","Cryptoblabes gnidiella","Kenya","Nairobi","36.84","-1.24"
